0 -5 3.141593e+00
1.000000e-03 -5.000000e+00 3.141593e+00
2.000000e-03 -4.999998e+00 3.141594e+00
3.000000e-03 -4.999996e+00 3.141597e+00
4.000000e-03 -4.999993e+00 3.141600e+00
5.000000e-03 -4.999989e+00 3.141604e+00
6.000000e-03 -4.999984e+00 3.141609e+00
7.000000e-03 -4.999978e+00 3.141615e+00
8.000000e-03 -4.999971e+00 3.141621e+00
9.000000e-03 -4.999964e+00 3.141629e+00
1.000000e-02 -4.999955e+00 3.141637e+00
1.100000e-02 -4.999946e+00 3.141647e+00
1.200000e-02 -4.999936e+00 3.141657e+00
1.300000e-02 -4.999925e+00 3.141668e+00
1.400000e-02 -4.999912e+00 3.141680e+00
1.500000e-02 -4.999900e+00 3.141693e+00
1.600000e-02 -4.999886e+00 3.141707e+00
1.700000e-02 -4.999871e+00 3.141722e+00
1.800000e-02 -4.999855e+00 3.141737e+00
1.900000e-02 -4.999839e+00 3.141754e+00
2.000000e-02 -4.999821e+00 3.141771e+00
2.100000e-02 -4.999803e+00 3.141789e+00
2.200000e-02 -4.999784e+00 3.141809e+00
2.300000e-02 -4.999764e+00 3.141829e+00
2.400000e-02 -4.999743e+00 3.141850e+00
2.500000e-02 -4.999721e+00 3.141872e+00
2.600000e-02 -4.999698e+00 3.141894e+00
2.700000e-02 -4.999675e+00 3.141918e+00
2.800000e-02 -4.999650e+00 3.141942e+00
2.900000e-02 -4.999625e+00 3.141968e+00
3.000000e-02 -4.999598e+00 3.141994e+00
3.100000e-02 -4.999571e+00 3.142021e+00
3.200000e-02 -4.999543e+00 3.142049e+00
3.300000e-02 -4.999514e+00 3.142078e+00
3.400000e-02 -4.999484e+00 3.142108e+00
3.500000e-02 -4.999453e+00 3.142139e+00
3.600000e-02 -4.999422e+00 3.142171e+00
3.700000e-02 -4.999389e+00 3.142203e+00
3.800000e-02 -4.999355e+00 3.142236e+00
3.900000e-02 -4.999321e+00 3.142271e+00
4.000000e-02 -4.999286e+00 3.142306e+00
4.100000e-02 -4.999250e+00 3.142342e+00
4.200000e-02 -4.999213e+00 3.142379e+00
4.300000e-02 -4.999175e+00 3.142417e+00
4.400000e-02 -4.999136e+00 3.142455e+00
4.500000e-02 -4.999096e+00 3.142495e+00
4.600000e-02 -4.999056e+00 3.142535e+00
4.700000e-02 -4.999014e+00 3.142577e+00
4.800000e-02 -4.998972e+00 3.142619e+00
4.900000e-02 -4.998929e+00 3.142662e+00
5.000000e-02 -4.998885e+00 3.142706e+00
5.100000e-02 -4.998840e+00 3.142751e+00
5.200000e-02 -4.998794e+00 3.142796e+00
5.300000e-02 -4.998747e+00 3.142843e+00
5.400000e-02 -4.998699e+00 3.142890e+00
5.500000e-02 -4.998651e+00 3.142939e+00
5.600000e-02 -4.998601e+00 3.142988e+00
5.700000e-02 -4.998551e+00 3.143038e+00
5.800000e-02 -4.998500e+00 3.143089e+00
5.900000e-02 -4.998448e+00 3.143141e+00
6.000000e-02 -4.998395e+00 3.143193e+00
6.100000e-02 -4.998341e+00 3.143247e+00
6.200000e-02 -4.998286e+00 3.143301e+00
6.300000e-02 -4.998230e+00 3.143357e+00
6.400000e-02 -4.998174e+00 3.143413e+00
6.500000e-02 -4.998116e+00 3.143470e+00
6.600000e-02 -4.998058e+00 3.143528e+00
6.700000e-02 -4.997999e+00 3.143586e+00
6.800000e-02 -4.997939e+00 3.143646e+00
6.900000e-02 -4.997878e+00 3.143707e+00
7.000000e-02 -4.997816e+00 3.143768e+00
7.100000e-02 -4.997753e+00 3.143830e+00
7.200000e-02 -4.997690e+00 3.143893e+00
7.300000e-02 -4.997625e+00 3.143957e+00
7.400000e-02 -4.997560e+00 3.144022e+00
7.500000e-02 -4.997494e+00 3.144088e+00
7.600000e-02 -4.997426e+00 3.144154e+00
7.700000e-02 -4.997358e+00 3.144221e+00
7.800000e-02 -4.997290e+00 3.144290e+00
7.900000e-02 -4.997220e+00 3.144359e+00
8.000000e-02 -4.997149e+00 3.144429e+00
8.100000e-02 -4.997078e+00 3.144499e+00
8.200000e-02 -4.997005e+00 3.144571e+00
8.300000e-02 -4.996932e+00 3.144644e+00
8.400000e-02 -4.996858e+00 3.144717e+00
8.500000e-02 -4.996783e+00 3.144791e+00
8.600000e-02 -4.996707e+00 3.144866e+00
8.700000e-02 -4.996630e+00 3.144942e+00
8.800000e-02 -4.996552e+00 3.145019e+00
8.900000e-02 -4.996474e+00 3.145096e+00
9.000000e-02 -4.996394e+00 3.145175e+00
9.100000e-02 -4.996314e+00 3.145254e+00
9.200000e-02 -4.996233e+00 3.145334e+00
9.300000e-02 -4.996151e+00 3.145415e+00
9.400000e-02 -4.996068e+00 3.145496e+00
9.500000e-02 -4.995984e+00 3.145579e+00
9.600000e-02 -4.995899e+00 3.145662e+00
9.700000e-02 -4.995814e+00 3.145747e+00
9.800000e-02 -4.995727e+00 3.145832e+00
9.900000e-02 -4.995640e+00 3.145918e+00
1.000000e-01 -4.995552e+00 3.146004e+00
1.010000e-01 -4.995463e+00 3.146092e+00
1.020000e-01 -4.995373e+00 3.146180e+00
1.030000e-01 -4.995282e+00 3.146270e+00
1.040000e-01 -4.995190e+00 3.146360e+00
1.050000e-01 -4.995098e+00 3.146451e+00
1.060000e-01 -4.995005e+00 3.146542e+00
1.070000e-01 -4.994910e+00 3.146635e+00
1.080000e-01 -4.994815e+00 3.146728e+00
1.090000e-01 -4.994719e+00 3.146822e+00
1.100000e-01 -4.994622e+00 3.146917e+00
1.110000e-01 -4.994524e+00 3.147013e+00
1.120000e-01 -4.994426e+00 3.147110e+00
1.130000e-01 -4.994326e+00 3.147207e+00
1.140000e-01 -4.994226e+00 3.147305e+00
1.150000e-01 -4.994125e+00 3.147404e+00
1.160000e-01 -4.994023e+00 3.147504e+00
1.170000e-01 -4.993920e+00 3.147605e+00
1.180000e-01 -4.993816e+00 3.147706e+00
1.190000e-01 -4.993711e+00 3.147809e+00
1.200000e-01 -4.993606e+00 3.147912e+00
1.210000e-01 -4.993499e+00 3.148016e+00
1.220000e-01 -4.993392e+00 3.148120e+00
1.230000e-01 -4.993284e+00 3.148226e+00
1.240000e-01 -4.993175e+00 3.148332e+00
