0 -5 1.884956e+00
1.000000e-02 -4.999046e+00 1.885717e+00
2.000000e-02 -4.996184e+00 1.888002e+00
3.000000e-02 -4.991410e+00 1.891816e+00
4.000000e-02 -4.984717e+00 1.897166e+00
5.000000e-02 -4.976098e+00 1.904064e+00
6.000000e-02 -4.965540e+00 1.912523e+00
7.000000e-02 -4.953031e+00 1.922560e+00
8.000000e-02 -4.938552e+00 1.934197e+00
9.000000e-02 -4.922084e+00 1.947458e+00
1.000000e-01 -4.903602e+00 1.962373e+00
1.100000e-01 -4.883078e+00 1.978973e+00
1.200000e-01 -4.860481e+00 1.997298e+00
1.300000e-01 -4.835773e+00 2.017389e+00
1.400000e-01 -4.808912e+00 2.039295e+00
1.500000e-01 -4.779851e+00 2.063070e+00
1.600000e-01 -4.748535e+00 2.088775e+00
1.700000e-01 -4.714903e+00 2.116480e+00
1.800000e-01 -4.678886e+00 2.146262e+00
1.900000e-01 -4.640408e+00 2.178207e+00
2.000000e-01 -4.599381e+00 2.212412e+00
2.100000e-01 -4.555710e+00 2.248987e+00
2.200000e-01 -4.509287e+00 2.288052e+00
2.300000e-01 -4.459993e+00 2.329744e+00
2.400000e-01 -4.407700e+00 2.374213e+00
2.500000e-01 -4.352265e+00 2.421624e+00
2.600000e-01 -4.293538e+00 2.472158e+00
2.700000e-01 -4.231359e+00 2.526008e+00
2.800000e-01 -4.165570e+00 2.583373e+00
2.900000e-01 -4.096015e+00 2.644450e+00
3.000000e-01 -4.022565e+00 2.709420e+00
3.100000e-01 -3.945130e+00 2.778418e+00
3.200000e-01 -3.863696e+00 2.851500e+00
3.300000e-01 -3.778362e+00 2.928599e+00
3.400000e-01 -3.689376e+00 3.009471e+00
3.500000e-01 -3.597171e+00 3.093659e+00
3.600000e-01 -3.502369e+00 3.180488e+00
3.700000e-01 -3.405739e+00 3.269104e+00
3.800000e-01 -3.308126e+00 3.358570e+00
3.900000e-01 -3.210356e+00 3.447981e+00
4.000000e-01 -3.113150e+00 3.536562e+00
4.100000e-01 -3.017080e+00 3.623722e+00
4.200000e-01 -2.922554e+00 3.709060e+00
4.300000e-01 -2.829839e+00 3.792348e+00
4.400000e-01 -2.739083e+00 3.873485e+00
4.500000e-01 -2.650349e+00 3.952464e+00
4.600000e-01 -2.563639e+00 4.029338e+00
4.700000e-01 -2.478916e+00 4.104197e+00
4.800000e-01 -2.396120e+00 4.177150e+00
4.900000e-01 -2.315173e+00 4.248316e+00
5.000000e-01 -2.235994e+00 4.317813e+00
5.100000e-01 -2.158495e+00 4.385758e+00
5.200000e-01 -2.082590e+00 4.452262e+00
5.300000e-01 -2.008194e+00 4.517429e+00
5.400000e-01 -1.935226e+00 4.581357e+00
5.500000e-01 -1.863607e+00 4.644135e+00
